object_id;title;orig_country;release_date;for_children;about;characters;category_property;place;tima;theme;classifier
226871;Достать ножи;США;2019-09-07;0;['загадки и тайны','семейный конфликт','богачи','обман','прислуга','частные детективы или сыщики','флешбек','жадность','подставы','день рождения','недоразумение','человеческие пороки','наследство','отцы и дети','роковая ошибка','алчность','тайна смерти','самоубийство','семейные проблемы','семья','расследование','убийства и убийцы','писатели','иммиграция'];;['загадки и тайны','семейный конфликт','богачи','обман','прислуга','частные детективы или сыщики','флешбек','жадность','подставы','день рождения','недоразумение','человеческие пороки','наследство','отцы и дети','роковая ошибка','алчность','тайна смерти','самоубийство','семейные проблемы','семья','расследование','убийства и убийцы','писатели','иммиграция'];США;21-й век;['остросоциальные','развлекательные'];Зарубежные фильмы
419281;[4k] Достать ножи;США;2019-09-07;0;['флешбек','день рождения','отцы и дети','преступления','недоразумение','подставы','убийства и убийцы','семейный конфликт','частные детективы или сыщики','деньги','загадочные смерти','семейные проблемы','алчность','разоблачение','человеческие пороки','обман','загадки и тайны','семья','прислуга','наследство','расследование','писатели','богачи'];;['флешбек','день рождения','отцы и дети','преступления','недоразумение','подставы','убийства и убийцы','семейный конфликт','частные детективы или сыщики','деньги','загадочные смерти','семейные проблемы','алчность','разоблачение','человеческие пороки','обман','загадки и тайны','семья','прислуга','наследство','расследование','писатели','богачи'];США;20-й век;['остросоциальные','развлекательные'];
12707;В клетке;Россия;2019-01-01;0;['семейный конфликт','борьба за выживание','семья','бандиты и гангстеры','семейные проблемы','отношения отца и сына','наркотики','жизнь улиц','возвращение домой','преступления','бои без правил'];;['семейный конфликт','борьба за выживание','семья','бандиты и гангстеры','семейные проблемы','отношения отца и сына','наркотики','жизнь улиц','возвращение домой','преступления','бои без правил'];['Россия','большой город'];['21-й век','новейшее время'];развлекательные;Российские сериалы
411837;Королевские каникулы;Канада;2019-09-05;1;['отношения между человеком и животным','друзья','богачи','жизнь улиц','дружба','собаки','побег','борьба за выживание','преследования','жизнь','животные','смерть','выживание в диких условиях','наследство','добрые дела','предатели','смена жизненных приоритетов'];;['отношения между человеком и животным','друзья','богачи','жизнь улиц','дружба','собаки','побег','борьба за выживание','преследования','жизнь','животные','смерть','выживание в диких условиях','наследство','добрые дела','предатели','смена жизненных приоритетов'];['не определено','большой город'];['21-й век','новейшее время'];развлекательные;Анимация
191424;Человек-Паук: Вдали от дома;США;2019-06-26;0;['враги или вражда','отношения','драки','мифические существа','магия и волшебство','недоразумение','героизм','супергерои','борьба со злом','миссия/цель/задание','герои комиксов','спасение','угроза всему миру','друзья','сверхспособности','храбрость','молодежь','переодевание'];;['враги или вражда','отношения','драки','мифические существа','магия и волшебство','недоразумение','героизм','супергерои','борьба со злом','миссия/цель/задание','герои комиксов','спасение','угроза всему миру','друзья','сверхспособности','храбрость','молодежь','переодевание'];['США','параллельный мир','Европа'];21-й век;развлекательные;Зарубежные фильмы
189385;Три секунды;Великобритания;2019-01-31;0;['риск','тюрьма','убийства и убийцы','отношения мужа и жены','расследование','потеря близких','убийцы','разоблачение','силы правопорядка','агенты под прикрытием','напарники','наркотики','отношения в паре','муки совести','секретные агенты','бандиты и гангстеры','мафия','искупление','семья','шпионы','миссия/цель/задание'];;['риск','тюрьма','убийства и убийцы','отношения мужа и жены','расследование','потеря близких','убийцы','разоблачение','силы правопорядка','агенты под прикрытием','напарники','наркотики','отношения в паре','муки совести','секретные агенты','бандиты и гангстеры','мафия','искупление','семья','шпионы','миссия/цель/задание'];Швеция;['21-й век','новейшее время'];['развлекательные','шпионский','полицейский'];Зарубежные фильмы
10981;Победители;Россия;2019-05-13;0;['соперничество','преступления','отношения','карьера','борьба за справедливость','мужская дружба','адвокаты и обвинители','успех на работе','дружба','разоблачение','друзья','расследование','отношения сотрудников','отношения мужчины и женщины'];;['соперничество','преступления','отношения','карьера','борьба за справедливость','мужская дружба','адвокаты и обвинители','успех на работе','дружба','разоблачение','друзья','расследование','отношения сотрудников','отношения мужчины и женщины'];['Российская империя','Россия, Санкт-Петербург'];19-й век;['судебный','развлекательные'];Российские сериалы
208786;Джокер;США;2019-08-31;0;['жестокость','преступления','антигерои','социальный конфликт','изгои','человек и общество','герои комиксов','бедняки','месть','одиночество','человеческие пороки','депрессия','галлюцинации','психи','клоуны','преследования','отношения матери и сына','убийства и убийцы','обман','борьба с системой','психологические расстройства'];;['жестокость','преступления','антигерои','социальный конфликт','изгои','человек и общество','герои комиксов','бедняки','месть','одиночество','человеческие пороки','депрессия','галлюцинации','психи','клоуны','преследования','отношения матери и сына','убийства и убийцы','обман','борьба с системой','психологические расстройства'];['вымышленная страна (город)','большой город'];20-й век;['психологический','остросоциальные'];Зарубежные фильмы
249389;В тихом омуте;США;2019-03-11;0;['отношения отца и сына','похищения','расследование','отношения родителей и детей','страхи','конфликты в отношениях','загадки и тайны','отношения мужа и жены','дети','отношения матери и сына','отцы и дети','семейные проблемы','исчезновения','измена','отношения в паре','подростки','семья','отношения','силы правопорядка','семейный конфликт','отношения мужчины и женщины'];;['отношения отца и сына','похищения','расследование','отношения родителей и детей','страхи','конфликты в отношениях','загадки и тайны','отношения мужа и жены','дети','отношения матери и сына','отцы и дети','семейные проблемы','исчезновения','измена','отношения в паре','подростки','семья','отношения','силы правопорядка','семейный конфликт','отношения мужчины и женщины'];['маленький городок','США'];['новейшее время','21-й век'];['полицейский','психологический'];Зарубежные фильмы
12905;Нэнси Дрю;США;2019-10-09;0;['преступления','отношения','силы правопорядка','подростковая любовь','семейные проблемы','потеря близких','сильные женщины','друзья','отношения отца и дочери','сверхъестественное','убийства и убийцы','расследование','разоблачение','молодежь','загадочные смерти','подростки','загадки и тайны','дружба'];;['преступления','отношения','силы правопорядка','подростковая любовь','семейные проблемы','потеря близких','сильные женщины','друзья','отношения отца и дочери','сверхъестественное','убийства и убийцы','расследование','разоблачение','молодежь','загадочные смерти','подростки','загадки и тайны','дружба'];['вымышленная страна (город)','США'];21-й век;развлекательные;
171578;Братство;Россия;2019-06-15;0;['армия','война','самопожертвование','международные отношения','дружба','интернациональные отношения','заложники','отношения между людьми разных стран','мужская дружба','политический конфликт','оружие','жертвенность','героизм','храбрость','настоящие мужчины','друзья'];;['армия','война','самопожертвование','международные отношения','дружба','интернациональные отношения','заложники','отношения между людьми разных стран','мужская дружба','политический конфликт','оружие','жертвенность','героизм','храбрость','настоящие мужчины','друзья'];Афганистан;20-й век;['патриотические','антивоенные'];Российские фильмы
138672;Алита: Боевой ангел;США;2019-02-05;0;['герои комиксов','будущее','драки','роботы','прошлое героя','борьба за выживание','преодоление трудностей','преследования','боевые искусства','пост-апокалипсис','отношения','героизм','риск','флешбек','борьба со злом','погони','любовь','спасение','антиутопия','враги или вражда','борьба за справедливость','киборги'];;['герои комиксов','будущее','драки','роботы','прошлое героя','борьба за выживание','преодоление трудностей','преследования','боевые искусства','пост-апокалипсис','отношения','героизм','риск','флешбек','борьба со злом','погони','любовь','спасение','антиутопия','враги или вражда','борьба за справедливость','киборги'];не определено;будущее;развлекательные;Зарубежные фильмы
182240;Камуфляж и шпионаж;США;2019-12-04;1;['друзья','угроза всему миру','дружба','мужская дружба','примирение противников','спасение','напарники','миссия/цель/задание','агенты под прикрытием','шпионы','борьба со злом','храбрость','изобретения','секретные агенты','гении','притяжение противоположностей','ученые','отношения между людьми разных рас','героизм'];;['друзья','угроза всему миру','дружба','мужская дружба','примирение противников','спасение','напарники','миссия/цель/задание','агенты под прикрытием','шпионы','борьба со злом','храбрость','изобретения','секретные агенты','гении','притяжение противоположностей','ученые','отношения между людьми разных рас','героизм'];США;21-й век;['шпионский','развлекательные'];Анимация
180845;Лови момент;Россия;2019-03-07;0;['перемены к лучшему','театральная постановка','свидания','поиск себя','переезд','счастье','отношения сотрудников','работа','конфликты на работе','смена жизненных приоритетов','отношения','неудачники','отношения мужчины и женщины','любовь','молодежь','преодоление трудностей','романтические отношения','актеры','недоразумение'];;['перемены к лучшему','театральная постановка','свидания','поиск себя','переезд','счастье','отношения сотрудников','работа','конфликты на работе','смена жизненных приоритетов','отношения','неудачники','отношения мужчины и женщины','любовь','молодежь','преодоление трудностей','романтические отношения','актеры','недоразумение'];['Россия, Москва','Россия','большой город'];21-й век;развлекательные;Российские фильмы
204488;Дождливый день в Нью-Йорке;США;2019-07-26;0;['неравные возрастные отношения','кинематограф','азартные игры','измена','предатели','расставания','карьера','творчество и творцов','поездки','актеры','знакомства','выбор','любовь','флирт','богачи','любовные треугольники','отношения взрослого мужчины и молодой женщины','ревность','романтические отношения','отношения родителей и детей','отношения в паре','конфликты в отношениях','соблазнители','искусство','отношения мужчины и женщины','молодежь','отношения','случайные встречи','отцы и дети','кино','журналисты'];;['неравные возрастные отношения','кинематограф','азартные игры','измена','предатели','расставания','карьера','творчество и творцов','поездки','актеры','знакомства','выбор','любовь','флирт','богачи','любовные треугольники','отношения взрослого мужчины и молодой женщины','ревность','романтические отношения','отношения родителей и детей','отношения в паре','конфликты в отношениях','соблазнители','искусство','отношения мужчины и женщины','молодежь','отношения','случайные встречи','отцы и дети','кино','журналисты'];['США','большой город','США, Нью-Йорк'];['21-й век','новейшее время'];развлекательные;Зарубежные фильмы
12770;Кровь и сокровища;США;2019-05-21;0;['воровство','притяжение противоположностей','напарники','миссия/цель/задание','драки','борьба со злом','преодоление трудностей','настоящие мужчины','бандиты и гангстеры','сильные женщины','отношения','примирение противников','ограбления','похищения','расследование','преступления','загадки и тайны','риск','искусство','терроризм','спасение'];;['воровство','притяжение противоположностей','напарники','миссия/цель/задание','драки','борьба со злом','преодоление трудностей','настоящие мужчины','бандиты и гангстеры','сильные женщины','отношения','примирение противников','ограбления','похищения','расследование','преступления','загадки и тайны','риск','искусство','терроризм','спасение'];['разные города','разные страны'];21-й век;['развлекательные','авантюрные'];Зарубежные сериалы
414314;Дело Коллини;Германия;2019-04-18;0;['работа','месть','отношения мужчины и женщины','расследование','выбор','нацизм или нацисты','преступления','преступление и наказание','жестокость','убийства и убийцы','война','адвокаты и обвинители','Вторая мировая война','борьба за справедливость','новички','прошлое героя','отношения'];;['работа','месть','отношения мужчины и женщины','расследование','выбор','нацизм или нацисты','преступления','преступление и наказание','жестокость','убийства и убийцы','война','адвокаты и обвинители','Вторая мировая война','борьба за справедливость','новички','прошлое героя','отношения'];['Германия','Германия, Берлин','Италия'];['20-й век','21-й век'];['судебный','психологический'];Зарубежные фильмы
186825;Люди Икс: Темный Феникс;США;2019-06-05;0;['герои комиксов','преображения','дружба','сверхспособности','прошлое героя','сильные женщины','риск','инопланетяне','спасение','враги или вражда','отношения','супергерои','угроза всему миру','конфликты друзей','месть','драки','медиумы или экстрасенсы','преследования','мутанты','коллектив (команда)','друзья'];;['герои комиксов','преображения','дружба','сверхспособности','прошлое героя','сильные женщины','риск','инопланетяне','спасение','враги или вражда','отношения','супергерои','угроза всему миру','конфликты друзей','месть','драки','медиумы или экстрасенсы','преследования','мутанты','коллектив (команда)','друзья'];США;20-й век;развлекательные;Зарубежные фильмы
193084;Однажды в… Голливуде;США;2019-05-21;0;['соседи','дружба','звезды','друзья','жертвы','маньяки','кровь','жестокость','мужская дружба','таланты','голливуд','актеры','драки','знаменитости','убийства и убийцы','успех','культы или секты','прошлое героя','кинематограф','злоупотребление алкоголем','карьера','неудачники','убийцы','кино'];;['соседи','дружба','звезды','друзья','жертвы','маньяки','кровь','жестокость','мужская дружба','таланты','голливуд','актеры','драки','знаменитости','убийства и убийцы','успех','культы или секты','прошлое героя','кинематограф','злоупотребление алкоголем','карьера','неудачники','убийцы','кино'];['США, Калифорния','большой город','США'];20-й век;развлекательные;Зарубежные фильмы
192612;Пункт назначения: Смайл;США;2019-01-10;0;['фотографы','страхи','борьба со злом','друзья','изгои','дружба','подростки','смерть','проклятия','загадки и тайны','сверхъестественное','загадочные смерти','борьба за выживание','жертвы'];;['фотографы','страхи','борьба со злом','друзья','изгои','дружба','подростки','смерть','проклятия','загадки и тайны','сверхъестественное','загадочные смерти','борьба за выживание','жертвы'];Норвегия;21-й век;психологический;Зарубежные фильмы
12876;Грязные деньги;Великобритания;2019-07-08;0;['кинематограф','изнасилование','жертвы','кино','муки совести','предатели','семья','педофилия','голливуд','дети','деньги','отношения родителей и детей','шоубизнес','обман','преступления','алчность','человеческие пороки','актеры'];;['кинематограф','изнасилование','жертвы','кино','муки совести','предатели','семья','педофилия','голливуд','дети','деньги','отношения родителей и детей','шоубизнес','обман','преступления','алчность','человеческие пороки','актеры'];США;21-й век;остросоциальные;['other','Зарубежные сериалы']
219466;Али, рули!;США;2019-03-13;0;['силы правопорядка','киллеры','преследования','машины','напарники','преступления','погони','преодоление трудностей','наркотики','бандиты и гангстеры','миссия/цель/задание','недоразумение','месть','неудачники','притяжение противоположностей','перестрелки','настоящие мужчины','риск','мужская дружба','расследование'];;['силы правопорядка','киллеры','преследования','машины','напарники','преступления','погони','преодоление трудностей','наркотики','бандиты и гангстеры','миссия/цель/задание','недоразумение','месть','неудачники','притяжение противоположностей','перестрелки','настоящие мужчины','риск','мужская дружба','расследование'];['большой город','США'];21-й век;['полицейский','развлекательные'];Зарубежные фильмы
219615;Невероятный мир глазами Энцо;США;2019-08-07;1;['дружба','собаки','финансовые проблемы','неизлечимо больные','потеря близких','друзья','перемены к лучшему','подставы','животные','перерождения','отношения отца и дочери','адвокаты и обвинители','семья','карьера','семейные проблемы','отношения между человеком и животным','семейный конфликт','отношения мужа и жены','гонки','отношения','машины'];;['дружба','собаки','финансовые проблемы','неизлечимо больные','потеря близких','друзья','перемены к лучшему','подставы','животные','перерождения','отношения отца и дочери','адвокаты и обвинители','семья','карьера','семейные проблемы','отношения между человеком и животным','семейный конфликт','отношения мужа и жены','гонки','отношения','машины'];США;21-й век;психологический;Зарубежные фильмы
248659;Я иду искать;США;2019-07-27;0;['борьба за выживание','жестокость','жертвы','игры','прошлое героя','конфликты в отношениях','проклятия','семейный конфликт','смерть','культы или секты','отношения в паре','отношения мужа и жены','богачи','заговоры','убийства и убийцы'];;['борьба за выживание','жестокость','жертвы','игры','прошлое героя','конфликты в отношениях','проклятия','семейный конфликт','смерть','культы или секты','отношения в паре','отношения мужа и жены','богачи','заговоры','убийства и убийцы'];США;21-й век;психологический;Зарубежные фильмы
8227;Анатомия страсти;США;2019-09-27;0;['любовники','женская дружба','конфликты в отношениях','отношения сотрудников','работа','медицина','любовь','спасение','семья','друзья','дружба','женщина-врач','интриги на работе','отношения мужчины и женщины','отношения врача и пациента','отношения','романтические отношения','врачи','конфликты на работе'];;['любовники','женская дружба','конфликты в отношениях','отношения сотрудников','работа','медицина','любовь','спасение','семья','друзья','дружба','женщина-врач','интриги на работе','отношения мужчины и женщины','отношения врача и пациента','отношения','романтические отношения','врачи','конфликты на работе'];['больница/клиника','США'];21-й век;развлекательные;Зарубежные сериалы
424048;[4k] Однажды в… Голливуде;США;2019-05-21;0;['убийства и убийцы','маньяки','культы или секты','жертвы','соседи','дружба','голливуд','таланты','звезды','кинематограф','убийцы','мужская дружба','злоупотребление алкоголем','жестокость','успех','драки','кровь','неудачники','актеры','знаменитости','друзья','прошлое героя','карьера','кино'];;['убийства и убийцы','маньяки','культы или секты','жертвы','соседи','дружба','голливуд','таланты','звезды','кинематограф','убийцы','мужская дружба','злоупотребление алкоголем','жестокость','успех','драки','кровь','неудачники','актеры','знаменитости','друзья','прошлое героя','карьера','кино'];['США','США, Лос-Анджелес'];20-й век;развлекательные;
211554;Клаустрофобы;США;2019-01-03;0;['загадки и тайны','страхи','борьба за выживание','смерть','спасение','игры','прошлое героя'];;['загадки и тайны','страхи','борьба за выживание','смерть','спасение','игры','прошлое героя'];США;21-й век;психологический;Зарубежные фильмы
212297;Путь домой;США;2019-01-10;1;['животные','отношения мужа и жены','возвращение домой','отношения','храбрость','отношения матери и сына','знакомства','одиночество','путешествия','отношения между человеком и животным','добрые дела','собаки','преодоление трудностей','врачи','дружба','перемены к лучшему','друзья'];;['животные','отношения мужа и жены','возвращение домой','отношения','храбрость','отношения матери и сына','знакомства','одиночество','путешествия','отношения между человеком и животным','добрые дела','собаки','преодоление трудностей','врачи','дружба','перемены к лучшему','друзья'];США;21-й век;развлекательные;Зарубежные фильмы
212345;Звериная ярость;США;2019-11-06;0;['опасные животные','преступления','убийства и убийцы','побег','борьба за выживание','силы правопорядка','корабли','настоящие мужчины','кровь','месть','убийцы','джунгли','моря и океаны','охотники','животные','оружие','храбрость'];;['опасные животные','преступления','убийства и убийцы','побег','борьба за выживание','силы правопорядка','корабли','настоящие мужчины','кровь','месть','убийцы','джунгли','моря и океаны','охотники','животные','оружие','храбрость'];['лес или джунгли','транспортные средства','море или океан'];['21-й век','новейшее время'];развлекательные;Зарубежные фильмы
222173;Мидуэй;США;2019-10-24;0;['авиация','перестрелки','армия','храбрость','героизм','летчики','битвы','моря и океаны','Вторая мировая война','настоящие мужчины','победа','взрывы','война','корабли'];;['авиация','перестрелки','армия','храбрость','героизм','летчики','битвы','моря и океаны','Вторая мировая война','настоящие мужчины','победа','взрывы','война','корабли'];['море или океан','транспортные средства'];20-й век;патриотические;Зарубежные фильмы
251826;Пиноккио;Италия;2019-12-19;1;['друзья','обман','отношения родителей и детей','смена жизненных приоритетов','взросление','феи','магия и волшебство','алчность','трудные дети','цирк','дружба','бедняки','куклы','отцы и дети','превращения','перерождения','поиск себя','волшебные существа','отношения отца и сына','таланты','преображения'];;['друзья','обман','отношения родителей и детей','смена жизненных приоритетов','взросление','феи','магия и волшебство','алчность','трудные дети','цирк','дружба','бедняки','куклы','отцы и дети','превращения','перерождения','поиск себя','волшебные существа','отношения отца и сына','таланты','преображения'];не определено;не определено;развлекательные;Зарубежные фильмы
212730;Волшебник;Россия;2019-10-03;1;['первая любовь','инвалиды','песни','рок-музыканты','романтические отношения','музыканты','отношения','отцы и дети','подростковая любовь','музыка','друзья','дружба','подростки','таланты','перемены к лучшему','преодоление трудностей','отношение учителя и ученика'];;['первая любовь','инвалиды','песни','рок-музыканты','романтические отношения','музыканты','отношения','отцы и дети','подростковая любовь','музыка','друзья','дружба','подростки','таланты','перемены к лучшему','преодоление трудностей','отношение учителя и ученика'];Россия;21-й век;развлекательные;Российские фильмы
138245;Звездные Войны: Скайуокер. Восход;США;2019-12-16;0;['спасение','борьба со злом','отношения','жертвенность','космические путешествия','жертвы','преследования','друзья','любовь','миссия/цель/задание','прошлое героя','мужская дружба','семья','храбрость','космос','борьба за справедливость','дружба','героизм','летчики'];;['спасение','борьба со злом','отношения','жертвенность','космические путешествия','жертвы','преследования','друзья','любовь','миссия/цель/задание','прошлое героя','мужская дружба','семья','храбрость','космос','борьба за справедливость','дружба','героизм','летчики'];космос;не определено;развлекательные;Зарубежные фильмы
12873;Крёстный отец Гарлема;США;2019-01-01;0;['вера или религиозность','отношения мужа и жены','дискриминация','прошлое героя','настоящие мужчины','бандиты и гангстеры','перестрелки','враги или вражда','расследование','преступление и наказание','отношения','преступления','гангстеры','человеческие пороки','наркотики','мафия','убийцы','негры','убийства и убийцы','репрессии','расы и национальности','человек и общество'];;['вера или религиозность','отношения мужа и жены','дискриминация','прошлое героя','настоящие мужчины','бандиты и гангстеры','перестрелки','враги или вражда','расследование','преступление и наказание','отношения','преступления','гангстеры','человеческие пороки','наркотики','мафия','убийцы','негры','убийства и убийцы','репрессии','расы и национальности','человек и общество'];['большой город','США'];20-й век;гангстерская;['Зарубежные сериалы','other']
221222;Эспен в поисках золотого замка;Норвегия;2019-08-18;1;['преодоление трудностей','риск','семья','принцессы','смерть','особняки или замки','храбрость','отношения','романтические отношения','волшебные существа','героизм','фентезийные существа','спасение','борьба со злом','путешествия','мифы и легенды','магия и волшебство','убийцы','короли и королевы','любовь','отношения мужчины и женщины'];;['преодоление трудностей','риск','семья','принцессы','смерть','особняки или замки','храбрость','отношения','романтические отношения','волшебные существа','героизм','фентезийные существа','спасение','борьба со злом','путешествия','мифы и легенды','магия и волшебство','убийцы','короли и королевы','любовь','отношения мужчины и женщины'];Норвегия;средневековье;['развлекательные','авантюрные'];Зарубежные фильмы
12038;КОП;Россия;2019-05-27;0;['напарники','преступления','загадки и тайны','убийства и убийцы','интернациональные отношения','служебный роман','расследование','отношения мужчины и женщины','отношения между людьми разных стран','романы на работе','шпионы','притяжение противоположностей','наука и техника','отношения матери и сына','силы правопорядка','отношения сотрудников','бывшие'];;['напарники','преступления','загадки и тайны','убийства и убийцы','интернациональные отношения','служебный роман','расследование','отношения мужчины и женщины','отношения между людьми разных стран','романы на работе','шпионы','притяжение противоположностей','наука и техника','отношения матери и сына','силы правопорядка','отношения сотрудников','бывшие'];Россия;21-й век;['полицейский','развлекательные'];Российские сериалы
133585;Лего Фильм 2;Дания;2019-02-06;1;['преследования','похищения','дружба','друзья','супергерои','инопланетяне','пост-апокалипсис','вторжение инопланетян','спасение'];;['преследования','похищения','дружба','друзья','супергерои','инопланетяне','пост-апокалипсис','вторжение инопланетян','спасение'];космос;21-й век;развлекательные;Анимация
214951;Бабушка легкого поведения 2;Россия;2019-01-01;0;['отношения мужчины и женщины','трудные дети','бандиты и гангстеры','переодевание','месть','обман','ограбления','семейные проблемы','преодоление трудностей','старики','самозванцы','финансовые проблемы','жульничество и аферы','отношения'];;['отношения мужчины и женщины','трудные дети','бандиты и гангстеры','переодевание','месть','обман','ограбления','семейные проблемы','преодоление трудностей','старики','самозванцы','финансовые проблемы','жульничество и аферы','отношения'];Россия, Москва;21-й век;['развлекательные','авантюрные'];Российские фильмы
