object_id;title;orig_country;release_date;for_children;about;characters;category_property;place;tima;theme;classifier
419411;За деревьями;США;2019-11-21;0;['демоны','отношения в паре','путешествия','борьба со злом','одержимость','роковая ошибка','смерть','отношения мужчины и женщины','экзорцизм','мифические существа','мифы и легенды','добрые дела','изгои','ссоры','страхи','монстры','дети','спасение'];;['демоны','отношения в паре','путешествия','борьба со злом','одержимость','роковая ошибка','смерть','отношения мужчины и женщины','экзорцизм','мифические существа','мифы и легенды','добрые дела','изгои','ссоры','страхи','монстры','дети','спасение'];['лес или джунгли','Индия'];21-й век;психологический;
210525;Сиротский Бруклин;США;2019-08-30;0;['потеря близких','частные детективы или сыщики','преступления','загадки и тайны','месть','дискриминация','убийства и убийцы','предатели','бедняки','мафия','расследование','заговоры','отношения мужчины и женщины','жизнь улиц','жизнь','изгои','бандиты и гангстеры'];;['потеря близких','частные детективы или сыщики','преступления','загадки и тайны','месть','дискриминация','убийства и убийцы','предатели','бедняки','мафия','расследование','заговоры','отношения мужчины и женщины','жизнь улиц','жизнь','изгои','бандиты и гангстеры'];['США, Нью-Йорк','США'];21-й век;психологический;Зарубежные фильмы
176620;Тайная жизнь домашних животных 2;США;2019-05-24;1;['психологические расстройства','переезд','дети','преображения','кошки','дружба','собаки','кошки и собаки','животные','друзья','младенцы','побег','смена жизненных приоритетов','погони'];;['психологические расстройства','переезд','дети','преображения','кошки','дружба','собаки','кошки и собаки','животные','друзья','младенцы','побег','смена жизненных приоритетов','погони'];['большой город','США'];21-й век;['авантюрные','развлекательные'];Анимация
185387;Борьба с моей семьей;Великобритания;2019-01-28;0;['семейный конфликт','подростки','успех','отношения отца и дочери','братская любовь','отношения между тренером и подопечным','сильные женщины','драки','боевые искусства','семья','спортсмены','спорт','семейные проблемы','отношения родителей и детей','братья и сестры','отцы и дети','отношения брата и сестры','карьера','выбор','тренировки'];;['семейный конфликт','подростки','успех','отношения отца и дочери','братская любовь','отношения между тренером и подопечным','сильные женщины','драки','боевые искусства','семья','спортсмены','спорт','семейные проблемы','отношения родителей и детей','братья и сестры','отцы и дети','отношения брата и сестры','карьера','выбор','тренировки'];['Великобритания','США'];21-й век;развлекательные;Зарубежные фильмы
12678;BH90210;США;2019-08-07;0;['дружба','отношения мужчины и женщины','любовь','отцы и дети','жизнь','семья','братья и сестры','отношения мужа и жены','прошлое героя','отношения','друзья','конфликты в отношениях','отношения в паре','богачи','лучшие друзья','флешбек','безответная любовь'];;['дружба','отношения мужчины и женщины','любовь','отцы и дети','жизнь','семья','братья и сестры','отношения мужа и жены','прошлое героя','отношения','друзья','конфликты в отношениях','отношения в паре','богачи','лучшие друзья','флешбек','безответная любовь'];['США','маленький городок'];21-й век;развлекательные;Зарубежные сериалы
415622;Ржев;Россия;2019-12-05;0;['перестрелки','друзья','битвы','героизм','миссия/цель/задание','мужская дружба','Вторая мировая война','Великая Отечественная война','оружие','армия','война','дружба','риск','смерть','настоящие мужчины','храбрость','выбор'];;['перестрелки','друзья','битвы','героизм','миссия/цель/задание','мужская дружба','Вторая мировая война','Великая Отечественная война','оружие','армия','война','дружба','риск','смерть','настоящие мужчины','храбрость','выбор'];СССР;['20-й век','зима'];патриотические;
224532;Солнцестояние;США;2019-06-24;0;['кровь','борьба за выживание','спасение','потеря близких','страхи','отношения мужчины и женщины','убийства и убийцы','культы или секты','пытки и казни','преследования','поездки','отношения','жестокость','преображения','отношения в паре','жертвы'];;['кровь','борьба за выживание','спасение','потеря близких','страхи','отношения мужчины и женщины','убийства и убийцы','культы или секты','пытки и казни','преследования','поездки','отношения','жестокость','преображения','отношения в паре','жертвы'];['Швеция','деревня','сельская местность'];21-й век;психологический;Зарубежные фильмы
412023;Зов волка;Франция;2019-01-17;0;['подводная лодка','отношения','взрывы','настоящие мужчины','оружие','коллектив (команда)','разоблачение','погружения на глубину','таланты','риск','враги или вражда','муки совести','преодоление трудностей','расследование','армия','спасение','роковая ошибка','миссия/цель/задание','международные отношения','моря и океаны','борьба за выживание'];;['подводная лодка','отношения','взрывы','настоящие мужчины','оружие','коллектив (команда)','разоблачение','погружения на глубину','таланты','риск','враги или вражда','муки совести','преодоление трудностей','расследование','армия','спасение','роковая ошибка','миссия/цель/задание','международные отношения','моря и океаны','борьба за выживание'];['море или океан','Франция','транспортные средства'];21-й век;['антивоенные','развлекательные'];Зарубежные фильмы
277883;Переводчики;Франция;2019-11-23;0;['отношения сотрудников','интернациональные отношения','работа','алчность','отношения между людьми разных стран','предатели','книги','хакеры','интриги на работе','загадки и тайны','искусство','жертвы','отношения сотрудника и работодателя','творчество и творцов','писатели','обман','деньги','бизнес','шантаж'];;['отношения сотрудников','интернациональные отношения','работа','алчность','отношения между людьми разных стран','предатели','книги','хакеры','интриги на работе','загадки и тайны','искусство','жертвы','отношения сотрудника и работодателя','творчество и творцов','писатели','обман','деньги','бизнес','шантаж'];['закрытое пространство','дом','Франция','под землей'];21-й век;психологический;Зарубежные фильмы
152805;Люди в черном: Интернэшнл;США;2019-06-11;0;['борьба со злом','прошлое героя','сильные женщины','подставы','преодоление трудностей','друзья','разоблачение','напарники','миссия/цель/задание','секретные агенты','спасение','НЛО','преследования','инопланетяне','новички','настоящие мужчины','превращения','преображения','угроза всему миру','предатели'];;['борьба со злом','прошлое героя','сильные женщины','подставы','преодоление трудностей','друзья','разоблачение','напарники','миссия/цель/задание','секретные агенты','спасение','НЛО','преследования','инопланетяне','новички','настоящие мужчины','превращения','преображения','угроза всему миру','предатели'];США;21-й век;развлекательные;Зарубежные фильмы
217015;Мы;США;2019-03-08;0;['каникулы','двойники','отношения в паре','убийства и убийцы','психологические травмы','поездки','отношения','отношения мужа и жены','отношения родителей и детей','загадки и тайны','страхи','семья','борьба за выживание'];;['каникулы','двойники','отношения в паре','убийства и убийцы','психологические травмы','поездки','отношения','отношения мужа и жены','отношения родителей и детей','загадки и тайны','страхи','семья','борьба за выживание'];['США','пляж'];21-й век;психологический;Зарубежные фильмы
133586;Годзилла 2: Король монстров;США;2019-05-29;0;['ученые','спасение','монстры','борьба со злом','бывшие','фанатики','семейные проблемы','семейный конфликт','отцы и дети','похищения','потеря близких','отношения отца и дочери','отношения матери и дочери','терроризм','храбрость','подростки','угроза всему миру'];;['ученые','спасение','монстры','борьба со злом','бывшие','фанатики','семейные проблемы','семейный конфликт','отцы и дети','похищения','потеря близких','отношения отца и дочери','отношения матери и дочери','терроризм','храбрость','подростки','угроза всему миру'];разные страны;21-й век;развлекательные;Зарубежные фильмы
155564;Рэмбо: Последняя кровь;США;2019-09-18;0;['борьба со злом','драки','похищения','отцы и дети','оружие','прошлое героя','настоящие мужчины','бандиты и гангстеры','месть','преступления','храбрость','перестрелки','риск','жестокость','убийства и убийцы','мафия','предатели','миссия/цель/задание'];;['борьба со злом','драки','похищения','отцы и дети','оружие','прошлое героя','настоящие мужчины','бандиты и гангстеры','месть','преступления','храбрость','перестрелки','риск','жестокость','убийства и убийцы','мафия','предатели','миссия/цель/задание'];Мексика;21-й век;развлекательные;Зарубежные фильмы
9644;Игра престолов;США;2019-04-15;0;['драконы','мечи и шпаги','интриги','короли и королевы','борьба за власть','соперничество','предатели','сказочный мир','сверхспособности','заговоры','фентезийные существа','сильные женщины','тайна смерти','карлики','жестокость','магия и волшебство','убийства и убийцы','друзья','преследования','выживание в диких условиях','отношения'];;['драконы','мечи и шпаги','интриги','короли и королевы','борьба за власть','соперничество','предатели','сказочный мир','сверхспособности','заговоры','фентезийные существа','сильные женщины','тайна смерти','карлики','жестокость','магия и волшебство','убийства и убийцы','друзья','преследования','выживание в диких условиях','отношения'];альтернативная реальность;альтернативное летоисчисление;развлекательные;Зарубежные сериалы
227503;BEEF: Русский хип-хоп;Россия;2019-01-01;0;['музыка','звезды','певица или певец','знаменитости','музыканты','субкультуры','разговоры'];;['музыка','звезды','певица или певец','знаменитости','музыканты','субкультуры','разговоры'];Россия;21-й век;['исследовательский','развлекательные'];Научно-популярный
131247;Как приручить дракона 3;США;2019-01-03;1;['храбрость','любовь','путешествия','друзья','свобода','викинги','романтические отношения','драконы','дружба','выбор','конфликты друзей','преодоление трудностей'];;['храбрость','любовь','путешествия','друзья','свобода','викинги','романтические отношения','драконы','дружба','выбор','конфликты друзей','преодоление трудностей'];вымышленная страна (город);не определено;развлекательные;Анимация
216746;Счастливого нового дня смерти;США;2019-02-13;0;['преступления','сверхъестественное','временная петля','ученые','загадки и тайны','отношения мужчины и женщины','жертвы','молодежь','отношения','загадочные смерти','расследование','жестокость'];;['преступления','сверхъестественное','временная петля','ученые','загадки и тайны','отношения мужчины и женщины','жертвы','молодежь','отношения','загадочные смерти','расследование','жестокость'];США;21-й век;психологический;Зарубежные фильмы
416715;Небо измеряется милями;Россия;2019-12-19;0;['преодоление трудностей','авиация','семья','муки совести','Вторая мировая война','исторические события','мечта','работа','отношения в паре','потеря близких','Великая Отечественная война','летчики','отношения мужа и жены','изобретения','карьера','война','ученые','наука и техника','несчастный случай','успех','любовь','самолеты'];;['преодоление трудностей','авиация','семья','муки совести','Вторая мировая война','исторические события','мечта','работа','отношения в паре','потеря близких','Великая Отечественная война','летчики','отношения мужа и жены','изобретения','карьера','война','ученые','наука и техника','несчастный случай','успех','любовь','самолеты'];СССР;20-й век;['патриотические','психологический'];
211697;Как я стал русским;Россия;2019-01-24;0;['отношения','отцы и дети','смена жизненных приоритетов','отношения между людьми разных стран','поездки','любовь','отношения отца и дочери','интернациональные отношения','бывшие','отношения родителей и детей','отношения между людьми разных рас','семейный конфликт','соперничество','отношения мужчины и женщины','семья','романтические отношения'];;['отношения','отцы и дети','смена жизненных приоритетов','отношения между людьми разных стран','поездки','любовь','отношения отца и дочери','интернациональные отношения','бывшие','отношения родителей и детей','отношения между людьми разных рас','семейный конфликт','соперничество','отношения мужчины и женщины','семья','романтические отношения'];['Китай','Россия'];['зима','21-й век'];развлекательные;Российские фильмы
191336;Арахисовый сокол;США;2019-01-01;0;['путешествия','боевые искусства','потеря близких','друзья','мечта','преследования','отношения врача и пациента','добрые дела','психологические расстройства','рыбалка','отношения между тренером и подопечным','мужская дружба','притяжение противоположностей','врачи','погони','дружба','прошлое героя','тренировки','побег'];;['путешествия','боевые искусства','потеря близких','друзья','мечта','преследования','отношения врача и пациента','добрые дела','психологические расстройства','рыбалка','отношения между тренером и подопечным','мужская дружба','притяжение противоположностей','врачи','погони','дружба','прошлое героя','тренировки','побег'];['сельская местность','США'];21-й век;['развлекательные','психологический'];Зарубежные фильмы
184764;Битва за Землю;США;2019-03-15;0;['борьба с системой','преследования','дискриминация','риск','репрессии','социальный конфликт','спасение','слежка','угроза всему миру','храбрость','отношения между разными расами','предатели','восстания','инопланетяне','силы правопорядка','борьба за выживание','свобода','расследование','миссия/цель/задание','вторжение инопланетян','будущее','роботы','убийства и убийцы','антиутопия'];;['борьба с системой','преследования','дискриминация','риск','репрессии','социальный конфликт','спасение','слежка','угроза всему миру','храбрость','отношения между разными расами','предатели','восстания','инопланетяне','силы правопорядка','борьба за выживание','свобода','расследование','миссия/цель/задание','вторжение инопланетян','будущее','роботы','убийства и убийцы','антиутопия'];['США','пригород','США, Чикаго'];['будущее','21-й век'];['остросоциальные','развлекательные'];Зарубежные фильмы
414436;Предатель;Италия;2019-05-23;0;['мафия','силы правопорядка','перестрелки','отцы и дети','кровь','драки','адвокаты и обвинители','отношения мужчины и женщины','бандиты и гангстеры','страхи','семья','побег','убийства и убийцы','суицид и самоубийцы','жестокость','наркотики','жертвы','отношения мужа и жены','предатели','отношения родителей и детей','отношения в паре','убийцы','самоубийство'];;['мафия','силы правопорядка','перестрелки','отцы и дети','кровь','драки','адвокаты и обвинители','отношения мужчины и женщины','бандиты и гангстеры','страхи','семья','побег','убийства и убийцы','суицид и самоубийцы','жестокость','наркотики','жертвы','отношения мужа и жены','предатели','отношения родителей и детей','отношения в паре','убийцы','самоубийство'];['Бразилия','Италия, Сицилия','Италия'];20-й век;['познавательный','гангстерская'];Зарубежные фильмы
414274;Туннель: Опасно для жизни;Норвегия;2019-12-25;0;['храбрость','аварии','борьба за выживание','смерть','риск','катастрофы','героизм','машины','спасение','несчастный случай'];;['храбрость','аварии','борьба за выживание','смерть','риск','катастрофы','героизм','машины','спасение','несчастный случай'];['закрытое пространство','горы','Норвегия'];['зима','новейшее время','21-й век'];психологический;Зарубежные фильмы
186836;Та еще парочка;США;2019-03-09;0;['недоразумение','неудачники','романтические отношения','любовь','случайные встречи','выбор','политические лидеры','отношения взрослой женщины и молодого мужчины','первая любовь','неравные возрастные отношения','отношения','сильные женщины','отношения в паре','карьера','отношения мужчины и женщины','притяжение противоположностей','журналисты','соперничество'];;['недоразумение','неудачники','романтические отношения','любовь','случайные встречи','выбор','политические лидеры','отношения взрослой женщины и молодого мужчины','первая любовь','неравные возрастные отношения','отношения','сильные женщины','отношения в паре','карьера','отношения мужчины и женщины','притяжение противоположностей','журналисты','соперничество'];['разные города','США'];21-й век;развлекательные;Зарубежные фильмы
166843;Девятая;Россия;2019-11-07;0;['сверхъестественное','отношения мужчины и женщины','убийства и убийцы','загадки и тайны','книги','расследование','жестокость','преступления','жертвы','напарники','серийные убийцы','маньяки','загадочные смерти','силы правопорядка','интернациональные отношения','отношения между людьми разных стран','частные детективы или сыщики'];;['сверхъестественное','отношения мужчины и женщины','убийства и убийцы','загадки и тайны','книги','расследование','жестокость','преступления','жертвы','напарники','серийные убийцы','маньяки','загадочные смерти','силы правопорядка','интернациональные отношения','отношения между людьми разных стран','частные детективы или сыщики'];['Россия, Санкт-Петербург','Россия','большой город'];19-й век;развлекательные;Российские фильмы
212440;Миллиард;Россия;2019-04-18;0;['ограбления','смена жизненных приоритетов','финансовые проблемы','непутевые родители','семейный конфликт','недоразумение','семья','семейные проблемы','деньги','отношения отца и сына','отношения между братьями','неудачники','риск','преступления','воровство','прошлое героя','месть','отцы и дети','богачи'];;['ограбления','смена жизненных приоритетов','финансовые проблемы','непутевые родители','семейный конфликт','недоразумение','семья','семейные проблемы','деньги','отношения отца и сына','отношения между братьями','неудачники','риск','преступления','воровство','прошлое героя','месть','отцы и дети','богачи'];['Россия','Франция'];21-й век;['авантюрные','развлекательные'];Российские фильмы
415753;Гангстер, коп и дьявол;Южная Корея;2019-05-15;0;['смена жизненных приоритетов','убийства и убийцы','преследования','смерть','преступления','кровь','маньяки','частные детективы или сыщики','аварии','борьба со злом','мафия','жертвы','силы правопорядка','напарники','борьба за выживание','убийцы','месть','миссия/цель/задание'];;['смена жизненных приоритетов','убийства и убийцы','преследования','смерть','преступления','кровь','маньяки','частные детективы или сыщики','аварии','борьба со злом','мафия','жертвы','силы правопорядка','напарники','борьба за выживание','убийцы','месть','миссия/цель/задание'];['маленький городок','Южная Корея','провинция'];['новейшее время','21-й век'];['развлекательные','полицейский'];
12891;Война миров;Великобритания;2019-10-01;0;['смерть','храбрость','сильные женщины','отношения','любовь','бывшие','подростки','ученые','угроза всему миру','отношения мужчины и женщины','спасение','пост-апокалипсис','борьба за выживание','страхи','вторжение инопланетян'];;['смерть','храбрость','сильные женщины','отношения','любовь','бывшие','подростки','ученые','угроза всему миру','отношения мужчины и женщины','спасение','пост-апокалипсис','борьба за выживание','страхи','вторжение инопланетян'];Великобритания;21-й век;развлекательные;other
257854;Домовой;Россия;2019-05-12;1;['борьба со злом','жульничество и аферы','соседи','мифические существа','магия и волшебство','враги или вражда','воровство','ведьмы','волшебные существа','отношения матери и дочери','сверхъестественное','миссия/цель/задание','дружба','переезд','кошки','обман','друзья'];;['борьба со злом','жульничество и аферы','соседи','мифические существа','магия и волшебство','враги или вражда','воровство','ведьмы','волшебные существа','отношения матери и дочери','сверхъестественное','миссия/цель/задание','дружба','переезд','кошки','обман','друзья'];['Россия, Москва','Россия'];21-й век;развлекательные;Российские фильмы
12417;СМЕРШ;Россия;2019-01-01;0;['борьба за выживание','побег','предатели','враги или вражда','жертвы','война','пытки и казни','убийства и убийцы','преследования','отношения','шпионы','убийцы','отношения мужчины и женщины','настоящие мужчины','нацизм или нацисты','Великая Отечественная война','преодоление трудностей','погони','Вторая мировая война','миссия/цель/задание','перестрелки','героизм'];;['борьба за выживание','побег','предатели','враги или вражда','жертвы','война','пытки и казни','убийства и убийцы','преследования','отношения','шпионы','убийцы','отношения мужчины и женщины','настоящие мужчины','нацизм или нацисты','Великая Отечественная война','преодоление трудностей','погони','Вторая мировая война','миссия/цель/задание','перестрелки','героизм'];['СССР','Европа'];20-й век;['шпионский','развлекательные','антивоенные'];Российские сериалы
414758;Так близко к горизонту;Германия;2019-10-10;0;['неизлечимо больные','выбор','любовь','отношения мужчины и женщины','потеря близких','проститутки','смерть','любовные треугольники','молодежь','любовь с первого взгляда','психологические травмы','обреченная любовь','романтические отношения','отношения','психологические расстройства','любовники','первая любовь','наркотики','отношения в паре'];;['неизлечимо больные','выбор','любовь','отношения мужчины и женщины','потеря близких','проститутки','смерть','любовные треугольники','молодежь','любовь с первого взгляда','психологические травмы','обреченная любовь','романтические отношения','отношения','психологические расстройства','любовники','первая любовь','наркотики','отношения в паре'];['Португалия','Германия'];20-й век;['остросоциальные','психологический'];other
414778;Курьер;Великобритания;2019-11-22;0;['миссия/цель/задание','героизм','бандиты и гангстеры','мотоциклы','перестрелки','жестокость','убийства и убийцы','преследования','борьба со злом','сильные женщины','борьба за выживание','драки','погони'];;['миссия/цель/задание','героизм','бандиты и гангстеры','мотоциклы','перестрелки','жестокость','убийства и убийцы','преследования','борьба со злом','сильные женщины','борьба за выживание','драки','погони'];['Великобритания','Великобритания, Лондон'];21-й век;развлекательные;Зарубежные фильмы
204487;Анна;Франция;2019-06-19;0;['убийства и убийцы','преступления','сильные женщины','прошлое героя','миссия/цель/задание','перестрелки','преображения','преследования','драки','шпионы','Холодная война','отношения','смена жизненных приоритетов','ФБР, ЦРУ, АНБ','КГБ','агенты под прикрытием','секретные агенты','выбор','предатели','международные отношения'];;['убийства и убийцы','преступления','сильные женщины','прошлое героя','миссия/цель/задание','перестрелки','преображения','преследования','драки','шпионы','Холодная война','отношения','смена жизненных приоритетов','ФБР, ЦРУ, АНБ','КГБ','агенты под прикрытием','секретные агенты','выбор','предатели','международные отношения'];['СССР','Европа'];20-й век;['развлекательные','шпионский'];Зарубежные фильмы
421991;Прощай;Испания;2019-09-26;0;['потеря близких','перестрелки','аварии','подставы','силы правопорядка','отношения отца и дочери','наркотики','преследования','любовь','миссия/цель/задание','месть','преступления','расследование','бандиты и гангстеры','убийства и убийцы','дети','несчастный случай','сильные женщины','отношения мужчины и женщины'];;['потеря близких','перестрелки','аварии','подставы','силы правопорядка','отношения отца и дочери','наркотики','преследования','любовь','миссия/цель/задание','месть','преступления','расследование','бандиты и гангстеры','убийства и убийцы','дети','несчастный случай','сильные женщины','отношения мужчины и женщины'];;21-й век;полицейский;
414356;Они;США;2019-08-23;0;['пытки и казни','молодежь','студенты','борьба за выживание','жертвы','убийцы','психологические травмы','преследования','клоуны','монстры','дьявол','психологические расстройства','страхи','убийства и убийцы','преодоление трудностей','отношения','друзья','спасение','дружба','смерть','жестокость','жуткие твари','Хэллоуин'];;['пытки и казни','молодежь','студенты','борьба за выживание','жертвы','убийцы','психологические травмы','преследования','клоуны','монстры','дьявол','психологические расстройства','страхи','убийства и убийцы','преодоление трудностей','отношения','друзья','спасение','дружба','смерть','жестокость','жуткие твари','Хэллоуин'];США;['новейшее время','21-й век'];развлекательные;Зарубежные фильмы
414331;Решала. Нулевые;Россия;2019-12-05;0;['перестрелки','конфликты в отношениях','друзья','деньги','бандиты и гангстеры','алчность','лучшие друзья','риск','жадность','выбор','преступления','жульничество и аферы','мужская дружба','дружба','преступление и наказание','драки','воры в законе'];;['перестрелки','конфликты в отношениях','друзья','деньги','бандиты и гангстеры','алчность','лучшие друзья','риск','жадность','выбор','преступления','жульничество и аферы','мужская дружба','дружба','преступление и наказание','драки','воры в законе'];Россия;21-й век;развлекательные;Российские фильмы
160085;Кома;Россия;2019-11-19;0;['аварии','кома','сверхъестественное','амнезия','культы или секты','загадки и тайны','поиск себя','смена жизненных приоритетов','разоблачение','борьба за выживание','заговоры','преследования','отношения мужчины и женщины','потеря памяти','отношения','соперничество','фанатики','сны','любовь','сверхспособности','исцеление'];;['аварии','кома','сверхъестественное','амнезия','культы или секты','загадки и тайны','поиск себя','смена жизненных приоритетов','разоблачение','борьба за выживание','заговоры','преследования','отношения мужчины и женщины','потеря памяти','отношения','соперничество','фанатики','сны','любовь','сверхспособности','исцеление'];['подсознание','параллельный мир'];21-й век;['развлекательные','психологический','философские'];Российские фильмы
186978;Куда ты пропала, Бернадетт?;США;2019-09-05;0;['расследование','поездки','прошлое героя','отношения матери и дочери','силы правопорядка','сильные женщины','творчество и творцов','семья','отношения мужа и жены','ФБР, ЦРУ, АНБ','исчезновения','подростки','путешествия','психотерапевты','соседи','поиск себя','карьера','депрессия'];;['расследование','поездки','прошлое героя','отношения матери и дочери','силы правопорядка','сильные женщины','творчество и творцов','семья','отношения мужа и жены','ФБР, ЦРУ, АНБ','исчезновения','подростки','путешествия','психотерапевты','соседи','поиск себя','карьера','депрессия'];США;21-й век;психологический;Зарубежные фильмы
190669;Трезвый водитель;Россия;2019-04-05;0;['отношения мужчины и женщины','знакомства','злоупотребление алкоголем','разоблачение','работа','богачи','обман','отношения','машины','погони','романтические отношения','любовь'];;['отношения мужчины и женщины','знакомства','злоупотребление алкоголем','разоблачение','работа','богачи','обман','отношения','машины','погони','романтические отношения','любовь'];['большой город','Россия, Москва','Россия'];21-й век;['остросоциальные','развлекательные'];Российские фильмы
